,piece_title,pattern_generating_match,pattern_matched,predicted_type,part,part,part,part,part,part,part,part,part,part,part,part,start,start,start,start,start,start,start,start,start,start,start,start,start_offset,start_offset,start_offset,start_offset,start_offset,start_offset,start_offset,start_offset,start_offset,start_offset,start_offset,start_offset,sum_durs,sum_durs,sum_durs,sum_durs,sum_durs,sum_durs,sum_durs,sum_durs,sum_durs,sum_durs,sum_durs,sum_durs
72,"Benedicta es, coelorum regina","(-2, -2, -2, -2)","(-2, -2, -2, -2)",Fuga,[SextaVox],[Tenor],[SextaVox],[SextaVox],-,-,-,-,-,-,-,-,80/2.0,80/3.0,83/3.0,86/1.0,-,-,-,-,-,-,-,-,634.0,636.0,660.0,680.0,-,-,-,-,-,-,-,-,10.0,20.0,16.0,16.0,-,-,-,-,-,-,-,-
73,"Benedicta es, coelorum regina","(-2, -2, -2, 4)","(-2, -2, -2, 5)",Fuga,[SextaVox],[SextaVox],-,-,-,-,-,-,-,-,-,-,80/3.5,84/1.0,-,-,-,-,-,-,-,-,-,-,637.0,664.0,-,-,-,-,-,-,-,-,-,-,11.0,15.0,-,-,-,-,-,-,-,-,-,-
74,"Benedicta es, coelorum regina","(2, 1, 2, -3)","(2, 1, 2, -2)",Fuga,[Tenor],[Tenor],-,-,-,-,-,-,-,-,-,-,82/1.0,85/1.0,-,-,-,-,-,-,-,-,-,-,648.0,672.0,-,-,-,-,-,-,-,-,-,-,17.0,13.0,-,-,-,-,-,-,-,-,-,-
75,"Benedicta es, coelorum regina","(1, 1, -2, -2)","(1, 2, -2, -2)",Fuga,[SextaVox],[Tenor],[Tenor],-,-,-,-,-,-,-,-,-,82/3.0,83/1.0,85/3.0,-,-,-,-,-,-,-,-,-,652.0,656.0,676.0,-,-,-,-,-,-,-,-,-,16.0,10.0,10.0,-,-,-,-,-,-,-,-,-
76,"Benedicta es, coelorum regina","(2, -2, -2, 1)","(2, -2, -2, 1)",Fuga,[Tenor],[Tenor],-,-,-,-,-,-,-,-,-,-,83/2.5,85/4.5,-,-,-,-,-,-,-,-,-,-,659.0,679.0,-,-,-,-,-,-,-,-,-,-,11.0,11.0,-,-,-,-,-,-,-,-,-,-
77,"Benedicta es, coelorum regina","(-2, -2, 1, -2)","(-2, -2, 1, -2)",Fuga,[Tenor],[Tenor],-,-,-,-,-,-,-,-,-,-,83/3.0,86/1.0,-,-,-,-,-,-,-,-,-,-,660.0,680.0,-,-,-,-,-,-,-,-,-,-,12.0,12.0,-,-,-,-,-,-,-,-,-,-
78,"Benedicta es, coelorum regina","(-2, 1, -2, 1)","(-2, 1, -2, 2)",Fuga,[Tenor],[Tenor],-,-,-,-,-,-,-,-,-,-,83/4.0,86/2.0,-,-,-,-,-,-,-,-,-,-,662.0,682.0,-,-,-,-,-,-,-,-,-,-,14.0,14.0,-,-,-,-,-,-,-,-,-,-
79,"Benedicta es, coelorum regina","(-2, -2, 2, -2)","(-2, -3, 2, -2)",Fuga,[Contratenor],[Discantus],[QuintaVox],[Tenor],[Contratenor],[Discantus],[QuintaVox],[Tenor],-,-,-,-,86/3.0,87/1.0,87/3.0,88/3.0,89/1.0,89/3.0,90/1.0,91/1.0,-,-,-,-,684.0,688.0,692.0,700.0,704.0,708.0,712.0,720.0,-,-,-,-,16.0,16.0,16.0,16.0,15.0,16.0,16.0,16.0,-,-,-,-
80,"Benedicta es, coelorum regina","(-2, -2, -2, 2)","(-2, -2, -2, 2)",Fuga,[Discantus],[Discantus],-,-,-,-,-,-,-,-,-,-,94/4.0,96/3.0,-,-,-,-,-,-,-,-,-,-,750.0,764.0,-,-,-,-,-,-,-,-,-,-,14.0,16.0,-,-,-,-,-,-,-,-,-,-
81,"Benedicta es, coelorum regina","(1, 2, 2, -2)","(1, 1, 2, -2)",Fuga,[SextaVox],[Bassus],-,-,-,-,-,-,-,-,-,-,94/4.0,96/4.0,-,-,-,-,-,-,-,-,-,-,750.0,766.0,-,-,-,-,-,-,-,-,-,-,14.0,18.0,-,-,-,-,-,-,-,-,-,-
82,"Benedicta es, coelorum regina","(2, 2, -2, -2)","(2, 3, -2, -2)",Fuga,[Contratenor],[Discantus],[Contratenor],-,-,-,-,-,-,-,-,-,94/4.0,95/3.0,96/4.0,-,-,-,-,-,-,-,-,-,750.0,756.0,766.0,-,-,-,-,-,-,-,-,-,10.0,16.0,10.0,-,-,-,-,-,-,-,-,-
83,"Benedicta es, coelorum regina","(2, 2, 2, -3)","(2, 2, 1, -3)",Fuga,[Tenor],[QuintaVox],-,-,-,-,-,-,-,-,-,-,94/4.0,96/4.0,-,-,-,-,-,-,-,-,-,-,750.0,766.0,-,-,-,-,-,-,-,-,-,-,18.0,14.0,-,-,-,-,-,-,-,-,-,-
84,"Benedicta es, coelorum regina","(3, -2, -2, 2)","(3, -2, -2, 3)",Fuga,[Contratenor],[Contratenor],-,-,-,-,-,-,-,-,-,-,95/1.0,97/1.0,-,-,-,-,-,-,-,-,-,-,752.0,768.0,-,-,-,-,-,-,-,-,-,-,12.0,12.0,-,-,-,-,-,-,-,-,-,-
85,"Benedicta es, coelorum regina","(1, 1, -2, -2)","(1, 1, -2, -3)",Fuga,[Contratenor],[Discantus],-,-,-,-,-,-,-,-,-,-,108/3.0,109/1.0,-,-,-,-,-,-,-,-,-,-,868.0,872.0,-,-,-,-,-,-,-,-,-,-,11.0,12.0,-,-,-,-,-,-,-,-,-,-
86,"Benedicta es, coelorum regina","(1, -2, -2, 2)","(1, -2, -3, 2)",Fuga,[Contratenor],[Discantus],-,-,-,-,-,-,-,-,-,-,108/4.0,109/2.0,-,-,-,-,-,-,-,-,-,-,870.0,874.0,-,-,-,-,-,-,-,-,-,-,10.0,14.0,-,-,-,-,-,-,-,-,-,-
87,"Benedicta es, coelorum regina","(-2, -2, -2, -2)","(-2, -2, -2, -2)",Fuga,[Discantus],[Contratenor],[Contratenor],-,-,-,-,-,-,-,-,-,119/4.0,124/1.0,127/1.0,-,-,-,-,-,-,-,-,-,958.0,992.0,1016.0,-,-,-,-,-,-,-,-,-,12.0,10.0,10.0,-,-,-,-,-,-,-,-,-
88,"Benedicta es, coelorum regina","(-2, -2, -2, 2)","(-2, -2, -3, 2)",Fuga,[Discantus],[Contratenor],[Contratenor],-,-,-,-,-,-,-,-,-,120/3.0,124/3.0,127/3.0,-,-,-,-,-,-,-,-,-,964.0,996.0,1020.0,-,-,-,-,-,-,-,-,-,12.0,12.0,12.0,-,-,-,-,-,-,-,-,-
89,"Benedicta es, coelorum regina","(-2, -2, 2, -2)","(-2, -3, 2, -2)",Fuga,[Discantus],[Contratenor],[Contratenor],-,-,-,-,-,-,-,-,-,120/4.0,124/4.0,127/4.0,-,-,-,-,-,-,-,-,-,966.0,998.0,1022.0,-,-,-,-,-,-,-,-,-,18.0,14.0,11.0,-,-,-,-,-,-,-,-,-
90,"Benedicta es, coelorum regina","(4, -2, -2, -2)","(3, -2, -2, -2)",Fuga,[Contratenor],[Contratenor],-,-,-,-,-,-,-,-,-,-,123/4.0,126/4.0,-,-,-,-,-,-,-,-,-,-,990.0,1014.0,-,-,-,-,-,-,-,-,-,-,10.0,10.0,-,-,-,-,-,-,-,-,-,-
91,"Benedicta es, coelorum regina","(2, 3, -2, 1)","(2, 2, -2, 1)",Fuga,[Discantus],[Discantus],-,-,-,-,-,-,-,-,-,-,124/3.0,127/3.0,-,-,-,-,-,-,-,-,-,-,996.0,1020.0,-,-,-,-,-,-,-,-,-,-,10.0,10.0,-,-,-,-,-,-,-,-,-,-
92,"Benedicta es, coelorum regina","(1, -2, 1, -2)","(2, -2, 1, -2)",Fuga,[Discantus],[Discantus],-,-,-,-,-,-,-,-,-,-,124/3.5,127/3.5,-,-,-,-,-,-,-,-,-,-,997.0,1021.0,-,-,-,-,-,-,-,-,-,-,11.0,11.0,-,-,-,-,-,-,-,-,-,-
93,"Benedicta es, coelorum regina","(-2, 1, -2, 1)","(-2, 1, -2, 2)",Fuga,[Discantus],[Discantus],-,-,-,-,-,-,-,-,-,-,124/4.0,127/4.0,-,-,-,-,-,-,-,-,-,-,998.0,1022.0,-,-,-,-,-,-,-,-,-,-,12.0,12.0,-,-,-,-,-,-,-,-,-,-
94,"Benedicta es, coelorum regina","(1, -2, 2, -4)","(1, -2, 2, -4)",Fuga,[Discantus],[Discantus],-,-,-,-,-,-,-,-,-,-,125/1.5,128/1.5,-,-,-,-,-,-,-,-,-,-,1001.0,1025.0,-,-,-,-,-,-,-,-,-,-,11.0,10.0,-,-,-,-,-,-,-,-,-,-
95,"Benedicta es, coelorum regina","(2, 2, 2, -2)","(1, 2, 2, -2)",Fuga,[Contratenor],[Discantus],[Tenor],[QuintaVox],[SextaVox],-,-,-,-,-,-,-,136/2.0,138/3.0,139/2.0,141/3.0,142/2.0,-,-,-,-,-,-,-,1096.0,1112.0,1120.0,1136.0,1144.0,-,-,-,-,-,-,-,24.0,24.0,24.0,24.0,24.0,-,-,-,-,-,-,-
96,"Benedicta es, coelorum regina","(2, 2, -2, -2)","(2, 2, -2, -3)",Fuga,[Contratenor],[Discantus],[Tenor],[QuintaVox],[SextaVox],[Tenor],[Contratenor],[Discantus],[Tenor],[SextaVox],[QuintaVox],-,136/3.0,138/1.0,139/3.0,141/1.0,142/3.0,144/3.75,145/1.0,147/1.0,148/1.0,151/1.0,150/2.0,-,1100.0,1116.0,1124.0,1140.0,1148.0,1187.0,1200.0,1212.0,1224.0,1236.0,1240.0,-,24.0,24.0,24.0,24.0,24.0,17.0,24.0,24.0,24.0,24.0,24.0,-
97,"Benedicta es, coelorum regina","(3, -2, -3, 2)","(2, -2, -3, 2)",Fuga,[Contratenor],[Discantus],[Tenor],[QuintaVox],[SextaVox],-,-,-,-,-,-,-,136/1.0,138/2.0,139/1.0,141/2.0,142/1.0,-,-,-,-,-,-,-,1104.0,1120.0,1128.0,1144.0,1152.0,-,-,-,-,-,-,-,28.0,26.0,28.0,26.0,28.0,-,-,-,-,-,-,-
98,"Benedicta es, coelorum regina","(-2, -2, 2, -2)","(-2, -3, 2, -2)",Fuga,[Contratenor],[Discantus],[Tenor],[QuintaVox],[QuintaVox],[Contratenor],[Discantus],[Tenor],[QuintaVox],-,-,-,137/2.0,139/3.0,140/2.0,142/3.0,145/3.0,146/3.0,148/3.0,149/3.0,151/1.0,-,-,-,1108.0,1124.0,1132.0,1148.0,1184.0,1208.0,1220.0,1232.0,1248.0,-,-,-,30.0,24.0,28.0,24.0,20.0,30.0,24.0,28.0,24.0,-,-,-
99,"Benedicta es, coelorum regina","(-2, 2, -3, 2)","(-3, 2, -3, 2)",Fuga,[Bassus],[Contratenor],-,-,-,-,-,-,-,-,-,-,139/1.0,140/3.0,-,-,-,-,-,-,-,-,-,-,1128.0,1148.0,-,-,-,-,-,-,-,-,-,-,20.0,20.0,-,-,-,-,-,-,-,-,-,-
100,"Benedicta es, coelorum regina","(2, -3, 2, 3)","(2, -3, 2, 2)",Fuga,[Bassus],[Contratenor],-,-,-,-,-,-,-,-,-,-,139/2.0,140/1.0,-,-,-,-,-,-,-,-,-,-,1132.0,1152.0,-,-,-,-,-,-,-,-,-,-,20.0,24.0,-,-,-,-,-,-,-,-,-,-
101,"Benedicta es, coelorum regina","(-3, 2, -2, 2)","(-3, 2, -2, 1)",Fuga,[Discantus],[QuintaVox],-,-,-,-,-,-,-,-,-,-,139/2.0,142/2.0,-,-,-,-,-,-,-,-,-,-,1132.0,1156.0,-,-,-,-,-,-,-,-,-,-,20.0,20.0,-,-,-,-,-,-,-,-,-,-
102,"Benedicta es, coelorum regina","(2, -3, 1, 4)","(2, -2, 1, 4)",Fuga,[Discantus],[QuintaVox],-,-,-,-,-,-,-,-,-,-,140/3.0,143/3.0,-,-,-,-,-,-,-,-,-,-,1136.0,1160.0,-,-,-,-,-,-,-,-,-,-,24.0,24.0,-,-,-,-,-,-,-,-,-,-
103,"Benedicta es, coelorum regina","(-3, 1, 4, -2)","(-2, 1, 4, -2)",Fuga,[Discantus],[QuintaVox],-,-,-,-,-,-,-,-,-,-,140/1.0,143/1.0,-,-,-,-,-,-,-,-,-,-,1140.0,1164.0,-,-,-,-,-,-,-,-,-,-,24.0,26.0,-,-,-,-,-,-,-,-,-,-
104,"Benedicta es, coelorum regina","(3, -2, -3, 2)","(4, -2, -3, 2)",Fuga,[Discantus],[Tenor],-,-,-,-,-,-,-,-,-,-,141/3.0,142/2.0,-,-,-,-,-,-,-,-,-,-,1148.0,1156.0,-,-,-,-,-,-,-,-,-,-,24.0,24.0,-,-,-,-,-,-,-,-,-,-
105,"Benedicta es, coelorum regina","(-2, -2, 2, 2)","(-2, -3, 2, 2)",Fuga,[Discantus],[Tenor],-,-,-,-,-,-,-,-,-,-,141/1.0,142/3.0,-,-,-,-,-,-,-,-,-,-,1152.0,1160.0,-,-,-,-,-,-,-,-,-,-,28.0,22.0,-,-,-,-,-,-,-,-,-,-
106,"Benedicta es, coelorum regina","(-3, 2, -2, -3)","(-3, 2, -2, -2)",Fuga,[QuintaVox],[Contratenor],-,-,-,-,-,-,-,-,-,-,145/1.5,146/2.0,-,-,-,-,-,-,-,-,-,-,1190.0,1216.0,-,-,-,-,-,-,-,-,-,-,18.0,24.0,-,-,-,-,-,-,-,-,-,-
107,"Benedicta es, coelorum regina","(2, 2, 2, -2)","(1, 2, 2, -2)",Fuga,[Contratenor],[Discantus],[Tenor],[SextaVox],[QuintaVox],-,-,-,-,-,-,-,145/3.0,147/3.0,148/3.0,151/3.0,150/1.0,-,-,-,-,-,-,-,1196.0,1208.0,1220.0,1232.0,1236.0,-,-,-,-,-,-,-,24.0,24.0,24.0,24.0,24.0,-,-,-,-,-,-,-
108,"Benedicta es, coelorum regina","(3, -2, -3, 2)","(2, -2, -3, 2)",Fuga,[Contratenor],[Discantus],[Tenor],[SextaVox],[QuintaVox],-,-,-,-,-,-,-,145/2.0,147/2.0,148/2.0,151/2.0,150/3.0,-,-,-,-,-,-,-,1204.0,1216.0,1228.0,1240.0,1244.0,-,-,-,-,-,-,-,28.0,26.0,28.0,28.0,26.0,-,-,-,-,-,-,-
109,"Benedicta es, coelorum regina","(-2, 2, -3, 2)","(-3, 2, -3, 2)",Fuga,[Bassus],[Contratenor],-,-,-,-,-,-,-,-,-,-,148/3.0,149/1.0,-,-,-,-,-,-,-,-,-,-,1220.0,1248.0,-,-,-,-,-,-,-,-,-,-,20.0,20.0,-,-,-,-,-,-,-,-,-,-
110,"Benedicta es, coelorum regina","(2, -3, 2, 3)","(2, -3, 2, 2)",Fuga,[Bassus],[Contratenor],-,-,-,-,-,-,-,-,-,-,148/1.0,149/2.0,-,-,-,-,-,-,-,-,-,-,1224.0,1252.0,-,-,-,-,-,-,-,-,-,-,20.0,24.0,-,-,-,-,-,-,-,-,-,-
111,"Benedicta es, coelorum regina","(-3, 2, -2, 2)","(-3, 2, -2, 1)",Fuga,[Discantus],[QuintaVox],-,-,-,-,-,-,-,-,-,-,148/2.0,151/3.0,-,-,-,-,-,-,-,-,-,-,1228.0,1256.0,-,-,-,-,-,-,-,-,-,-,20.0,20.0,-,-,-,-,-,-,-,-,-,-
112,"Benedicta es, coelorum regina","(2, -3, 1, 4)","(2, -2, 1, 4)",Fuga,[Discantus],[QuintaVox],-,-,-,-,-,-,-,-,-,-,149/3.0,152/1.0,-,-,-,-,-,-,-,-,-,-,1232.0,1260.0,-,-,-,-,-,-,-,-,-,-,24.0,24.0,-,-,-,-,-,-,-,-,-,-
113,"Benedicta es, coelorum regina","(-3, 1, 4, -2)","(-2, 1, 4, -2)",Fuga,[Discantus],[QuintaVox],-,-,-,-,-,-,-,-,-,-,149/1.0,152/2.0,-,-,-,-,-,-,-,-,-,-,1236.0,1264.0,-,-,-,-,-,-,-,-,-,-,24.0,28.0,-,-,-,-,-,-,-,-,-,-
114,"Benedicta es, coelorum regina","(3, -2, -3, 2)","(4, -2, -3, 2)",Fuga,[Discantus],[Tenor],-,-,-,-,-,-,-,-,-,-,150/3.0,151/3.0,-,-,-,-,-,-,-,-,-,-,1244.0,1256.0,-,-,-,-,-,-,-,-,-,-,24.0,24.0,-,-,-,-,-,-,-,-,-,-
115,"Benedicta es, coelorum regina","(-2, -2, 2, 2)","(-2, -3, 2, 2)",Fuga,[Discantus],[Tenor],-,-,-,-,-,-,-,-,-,-,150/1.0,151/1.0,-,-,-,-,-,-,-,-,-,-,1248.0,1260.0,-,-,-,-,-,-,-,-,-,-,28.0,22.0,-,-,-,-,-,-,-,-,-,-
116,"Benedicta es, coelorum regina","(4, -3, 1, 4)","(4, -3, 1, 4)",Fuga,[Bassus],[SextaVox],-,-,-,-,-,-,-,-,-,-,154/2.0,158/2.0,-,-,-,-,-,-,-,-,-,-,1288.0,1312.0,-,-,-,-,-,-,-,-,-,-,20.0,20.0,-,-,-,-,-,-,-,-,-,-
117,"Benedicta es, coelorum regina","(-2, 2, 2, -3)","(-2, 2, 2, -3)",ID,[Discantus],[Contratenor],[QuintaVox],[Tenor],-,-,-,-,-,-,-,-,154/2.0,154/2.0,158/1.0,158/1.0,-,-,-,-,-,-,-,-,1288.0,1300.0,1320.0,1332.0,-,-,-,-,-,-,-,-,20.0,20.0,20.0,20.0,-,-,-,-,-,-,-,-
118,"Benedicta es, coelorum regina","(1, 2, -3, 1)","(2, 2, -3, 1)",ID,[Discantus],[Contratenor],[QuintaVox],[Tenor],-,-,-,-,-,-,-,-,154/3.5,154/3.5,158/2.5,158/2.5,-,-,-,-,-,-,-,-,1294.0,1306.0,1326.0,1338.0,-,-,-,-,-,-,-,-,18.0,18.0,18.0,18.0,-,-,-,-,-,-,-,-
119,"Benedicta es, coelorum regina","(2, -3, 1, 1)","(2, -3, 1, 2)",Fuga,[Discantus],[QuintaVox],[Tenor],-,-,-,-,-,-,-,-,-,154/1.0,158/3.0,159/3.0,-,-,-,-,-,-,-,-,-,1296.0,1328.0,1340.0,-,-,-,-,-,-,-,-,-,24.0,20.0,20.0,-,-,-,-,-,-,-,-,-
120,"Benedicta es, coelorum regina","(-2, 2, 2, 2)","(-3, 2, 2, 2)",Fuga,[Discantus],[SextaVox],-,-,-,-,-,-,-,-,-,-,156/1.0,160/1.0,-,-,-,-,-,-,-,-,-,-,1320.0,1332.0,-,-,-,-,-,-,-,-,-,-,24.0,20.0,-,-,-,-,-,-,-,-,-,-
121,"Benedicta es, coelorum regina","(-3, 2, 2, 2)","(-3, 1, 2, 2)",Fuga,[QuintaVox],[Tenor],-,-,-,-,-,-,-,-,-,-,159/1.0,159/1.0,-,-,-,-,-,-,-,-,-,-,1332.0,1344.0,-,-,-,-,-,-,-,-,-,-,20.0,20.0,-,-,-,-,-,-,-,-,-,-
122,"Benedicta es, coelorum regina","(2, 2, -5, 2)","(2, 2, -5, 2)",Fuga,[Tenor],[Bassus],[SextaVox],-,-,-,-,-,-,-,-,-,160/3.0,162/1.0,164/1.0,-,-,-,-,-,-,-,-,-,1352.0,1368.0,1380.0,-,-,-,-,-,-,-,-,-,20.0,20.0,20.0,-,-,-,-,-,-,-,-,-
123,"Benedicta es, coelorum regina","(-3, 2, 2, -5)","(-3, 2, 2, -5)",Fuga,[Bassus],[SextaVox],-,-,-,-,-,-,-,-,-,-,162/3.0,164/3.0,-,-,-,-,-,-,-,-,-,-,1364.0,1376.0,-,-,-,-,-,-,-,-,-,-,20.0,20.0,-,-,-,-,-,-,-,-,-,-
124,"Benedicta es, coelorum regina","(2, -3, -2, -2)","(2, -3, -2, -3)",Fuga,[Discantus],[Tenor],-,-,-,-,-,-,-,-,-,-,162/2.0,164/2.0,-,-,-,-,-,-,-,-,-,-,1372.0,1396.0,-,-,-,-,-,-,-,-,-,-,20.0,20.0,-,-,-,-,-,-,-,-,-,-
125,"Benedicta es, coelorum regina","(-3, -2, -2, 2)","(-3, -2, -3, 2)",Fuga,[Discantus],[Tenor],-,-,-,-,-,-,-,-,-,-,162/3.0,164/3.0,-,-,-,-,-,-,-,-,-,-,1376.0,1400.0,-,-,-,-,-,-,-,-,-,-,20.0,20.0,-,-,-,-,-,-,-,-,-,-
126,"Benedicta es, coelorum regina","(3, -2, -3, 2)","(2, -2, -3, 2)",Fuga,[Contratenor],[QuintaVox],-,-,-,-,-,-,-,-,-,-,162/1.0,164/3.0,-,-,-,-,-,-,-,-,-,-,1380.0,1388.0,-,-,-,-,-,-,-,-,-,-,20.0,20.0,-,-,-,-,-,-,-,-,-,-
127,"Benedicta es, coelorum regina","(-2, -2, 2, 2)","(-2, -3, 2, 2)",Fuga,[Discantus],[Tenor],[Discantus],-,-,-,-,-,-,-,-,-,162/1.0,164/1.0,167/2.0,-,-,-,-,-,-,-,-,-,1380.0,1404.0,1426.0,-,-,-,-,-,-,-,-,-,24.0,20.0,10.0,-,-,-,-,-,-,-,-,-
128,"Benedicta es, coelorum regina","(-2, -2, 2, -3)","(-2, -3, 2, -3)",Fuga,[Contratenor],[QuintaVox],-,-,-,-,-,-,-,-,-,-,162/2.0,164/1.0,-,-,-,-,-,-,-,-,-,-,1384.0,1392.0,-,-,-,-,-,-,-,-,-,-,20.0,20.0,-,-,-,-,-,-,-,-,-,-
129,"Benedicta es, coelorum regina","(-2, 2, -3, -2)","(-3, 2, -3, -2)",Fuga,[Contratenor],[QuintaVox],-,-,-,-,-,-,-,-,-,-,162/3.0,164/2.0,-,-,-,-,-,-,-,-,-,-,1388.0,1396.0,-,-,-,-,-,-,-,-,-,-,24.0,20.0,-,-,-,-,-,-,-,-,-,-
130,"Benedicta es, coelorum regina","(-3, 3, -2, -3)","(-3, 3, -2, -3)",Fuga,[Discantus],[Tenor],-,-,-,-,-,-,-,-,-,-,166/4.0,167/2.0,-,-,-,-,-,-,-,-,-,-,1422.0,1434.0,-,-,-,-,-,-,-,-,-,-,10.0,10.0,-,-,-,-,-,-,-,-,-,-
131,"Benedicta es, coelorum regina","(3, -2, -2, 2)","(3, -2, -3, 2)",Fuga,[Discantus],[Tenor],-,-,-,-,-,-,-,-,-,-,167/1.0,168/3.0,-,-,-,-,-,-,-,-,-,-,1424.0,1436.0,-,-,-,-,-,-,-,-,-,-,11.0,10.0,-,-,-,-,-,-,-,-,-,-
132,"Benedicta es, coelorum regina","(-2, -2, 2, -2)","(-2, -3, 2, -2)",Fuga,[Tenor],[Discantus],-,-,-,-,-,-,-,-,-,-,168/4.0,169/4.0,-,-,-,-,-,-,-,-,-,-,1438.0,1446.0,-,-,-,-,-,-,-,-,-,-,10.0,18.0,-,-,-,-,-,-,-,-,-,-
